index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;17;15;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
2;15;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
3;13;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
4;10;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
5;9;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
6;2;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
7;6;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
8;11;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
9;10;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
10;7;6;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
11;7;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
12;1;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;5;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
14;15;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
15;17;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
16;3;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
17;14;17;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
18;11;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;14;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;7;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;5;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
22;14;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
23;11;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
24;6;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
25;16;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
26;1;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
27;17;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
28;8;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
29;17;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
30;2;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
31;17;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
32;6;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
33;10;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
34;4;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
35;1;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
36;11;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
37;13;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
38;14;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
39;17;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
40;9;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
41;11;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
42;8;6;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
43;14;1;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
44;13;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
45;12;13;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
46;12;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
47;5;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
48;16;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
49;6;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
50;1;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
51;7;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
52;8;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
53;12;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
54;7;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
55;1;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
56;4;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
57;2;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
58;17;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
59;3;10;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
