index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;2;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
2;2;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;2;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;4;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
5;4;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
6;11;17;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
7;1;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
8;1;2;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
9;1;17;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
10;3;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;2;3;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
12;3;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;2;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
14;4;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
15;5;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
16;6;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;6;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
18;4;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;2;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;7;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
21;7;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
22;2;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
23;8;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
24;8;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
25;9;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;9;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
27;4;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;10;11;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
29;4;10;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
30;2;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
31;12;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
32;4;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
33;2;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;2;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
35;4;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;11;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
37;4;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
38;14;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
39;11;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
40;15;17;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
41;4;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
42;2;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
43;11;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
44;4;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
45;2;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
