index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;17;15;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
2;15;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
3;13;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;10;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
5;9;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
6;2;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
7;6;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
8;11;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
9;10;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
10;7;6;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
11;7;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;1;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;5;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
14;15;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
15;17;11;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
16;3;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;14;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
18;11;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;14;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;7;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
21;5;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
22;14;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
23;11;7;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
24;6;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
25;16;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;1;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
27;17;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;8;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
29;17;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
30;2;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
31;17;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
32;6;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
33;10;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;4;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
35;1;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
36;11;12;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
37;13;10;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
38;14;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
39;17;16;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
40;9;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;11;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
42;8;6;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
43;14;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
44;13;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
45;12;13;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
46;12;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
47;5;3;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
48;16;15;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
49;6;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
50;1;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
51;7;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
52;8;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
53;12;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
54;7;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
55;1;16;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
56;4;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
57;2;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
58;17;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
59;3;10;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
