index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;15;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
2;3;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
3;12;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
4;15;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
5;14;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
6;17;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
7;14;13;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
8;12;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
9;8;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
10;17;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;11;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
12;12;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;11;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
14;6;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
15;10;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
16;4;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
17;9;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
18;14;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
19;13;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;12;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;3;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
22;10;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
23;5;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
24;7;1;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
25;1;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
26;10;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
27;2;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;6;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
29;14;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
30;11;12;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
31;1;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
32;7;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
33;7;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
34;7;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
35;6;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
36;10;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
37;14;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
38;3;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
39;10;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
40;16;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;14;16;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
42;14;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
43;10;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
44;10;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
45;10;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
46;9;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
47;8;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
48;1;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
49;14;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
50;6;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
51;1;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
52;14;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
53;3;10;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
54;9;1;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
55;12;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
56;11;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
57;9;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
58;16;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
59;8;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
60;17;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
61;13;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
62;9;10;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
63;7;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
64;12;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
65;12;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
66;16;1;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
67;10;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
68;7;13;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
69;9;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
70;6;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
71;9;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
72;3;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
73;6;7;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
74;4;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
75;12;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
76;17;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
77;9;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
78;6;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
79;4;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
80;1;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
