index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;14;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
2;8;3;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
3;6;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;17;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
5;1;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
6;7;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
7;10;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
8;1;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
9;8;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
10;10;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
11;13;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
12;12;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
13;10;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
14;13;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
15;11;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
16;6;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;6;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
18;12;8;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
19;2;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
20;4;3;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
21;1;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
22;5;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
23;2;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
24;3;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
25;12;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
26;7;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
27;8;2;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
28;6;7;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
29;5;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
30;2;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
31;2;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
32;13;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
33;1;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
34;9;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
35;10;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;5;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
37;9;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
38;15;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
39;17;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
40;16;15;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
