index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;6;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
2;5;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;5;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;8;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
5;1;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
6;7;2;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
7;6;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
8;2;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
9;7;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
10;3;12;3;100000;13;0.000375;0.000375;0.000375
11;3;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
12;3;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;5;2;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
14;8;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
15;2;9;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
16;9;12;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
17;1;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
18;6;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
19;11;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
20;3;10;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
21;12;3;3;100000;13;0.000375;0.000375;0.000375
22;11;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
23;13;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
24;14;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
25;10;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
26;1;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
27;11;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;13;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
29;3;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
30;4;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
31;6;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
32;13;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
33;6;14;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
34;13;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
35;3;9;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
36;14;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
37;3;12;3;100000;13;0.000375;0.000375;0.000375
38;4;9;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
39;10;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
40;13;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
41;9;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
42;1;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
43;14;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
44;10;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
45;13;1;3;100000;13;0.000375;0.000375;0.000375
46;12;2;3;100000;13;0.000375;0.000375;0.000375
47;11;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
48;14;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
49;2;4;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
50;11;4;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
