index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;1;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
2;1;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
3;1;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
4;1;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
5;1;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
6;2;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
7;2;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
8;2;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
9;2;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
10;3;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
11;3;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
12;3;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;4;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
14;4;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
15;5;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
