index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;1;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
2;1;3;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
3;2;1;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
4;2;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
5;3;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
6;3;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
7;4;3;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
8;4;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
9;5;3;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
10;5;6;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
11;6;4;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
12;6;1;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
