index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;2;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
2;2;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
3;2;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
4;4;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
5;4;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
6;11;17;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
7;1;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
8;1;2;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
9;1;17;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
10;3;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
11;2;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
12;3;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;2;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
14;4;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
15;5;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
16;6;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;6;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
18;4;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;2;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;7;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
21;7;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
22;2;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
23;8;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
24;8;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
25;9;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;9;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
27;4;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
28;10;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
29;4;10;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
30;2;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
31;12;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
32;4;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
33;2;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;2;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
35;4;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
36;11;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
37;4;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
38;14;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
39;11;14;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
40;15;17;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
41;4;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
42;2;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
43;11;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
44;4;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
45;2;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
