index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;1;9;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
2;1;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
3;1;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
4;1;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
5;2;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
6;2;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
7;2;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
8;2;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
9;3;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
10;3;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;3;10;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
12;3;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
13;4;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
14;4;1;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
15;4;12;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
16;4;16;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
17;5;18;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
18;5;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
19;5;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
20;5;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;6;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
22;6;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
23;6;10;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
24;6;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
25;7;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
26;7;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
27;7;15;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
28;7;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
29;8;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
30;8;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
31;8;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
32;8;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
33;9;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
34;9;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
35;9;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
36;9;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
37;10;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
38;10;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
39;10;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
40;10;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
41;11;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
42;11;14;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
43;11;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
44;11;17;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
45;12;15;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
46;12;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
47;12;9;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
48;12;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
49;13;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
50;13;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
51;13;1;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
52;13;3;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
53;14;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
54;14;10;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
55;14;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
56;14;17;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
57;15;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
58;15;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
59;15;17;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
60;15;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
61;16;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
62;16;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
63;16;3;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
64;16;8;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
65;17;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
66;17;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
67;17;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
68;17;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
69;18;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
70;18;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
71;18;14;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
72;18;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
