LinkS;TranspS;Instance;Demands;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;Genetic;It;Pop;Cross;Mut;cK;eK;LBactive;CplexStrategy
0.75x;random;German_17_26;80;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;80;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;100;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;60;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;German_17_26;40;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;80;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;100;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;60;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;Nsfnet_14_21;40;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;80;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;100;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;60;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;LLB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;LLB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;DCB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;DCB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;DCB;22;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.75x;random;European_18_40;40;DCB;22;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
0.5x;random;German_17_26;80;LLB;0;1;1;0;2;0;0;2;0;50;500;100;200;10;15;0;0
0.5x;random;German_17_26;80;LLB;0;1;1;0;2;0;0;2;1;50;500;100;200;10;15;0;0
