index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;4;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
2;4;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;4;16;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
4;5;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
5;5;16;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
6;8;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
7;1;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
8;1;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
9;1;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
10;2;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;2;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;2;16;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
13;3;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
14;3;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
15;3;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
16;5;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;6;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
18;4;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
19;5;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
20;7;16;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
21;7;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
22;4;9;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
23;8;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
24;5;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
25;8;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;4;10;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
27;10;16;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
28;8;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
29;4;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
30;11;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
31;5;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
32;4;12;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
33;8;12;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
34;4;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
35;13;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
36;8;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
37;8;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
38;14;16;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
39;5;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
40;4;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;15;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
42;5;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
43;4;17;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
44;5;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
45;16;17;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
46;8;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
47;16;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
48;5;18;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
