index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;17;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
2;7;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
3;8;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
4;5;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
5;3;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
6;3;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
7;15;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
8;15;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
9;17;14;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
10;9;1;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
11;4;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;14;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;8;14;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
14;16;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
15;16;1;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
16;10;15;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
17;3;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
18;7;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
19;5;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
20;1;17;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
21;1;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
22;3;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
23;2;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
24;10;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
25;17;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
26;11;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
27;2;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;3;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
29;13;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
30;3;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
31;12;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
32;16;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
33;12;1;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
34;6;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
35;8;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
36;7;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
37;5;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
38;8;9;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
39;11;4;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
40;15;14;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
