Demand;OSNR;
1;9,47
2;11,0
3;10,94
4;11,02
5;10,08
6;10,15
7;9,8
8;11,45
9;9,47
10;11,0
11;10,94
12;11,02
13;10,08
14;10,15
15;9,8
16;11,45
17;9,55
18;9,55
19;11,36
20;11,44
21;9,59
22;9,18
23;9,59
24;9,18
25;9,17
26;9,48
27;9,17
28;9,48
29;11,51
30;8,76
31;9,16
32;8,77
33;9,05
34;8,76
35;9,16
36;8,77
37;9,05
38;12,9
39;9,47
40;10,41
41;9,94
42;10,24
43;9,47
44;10,41
45;9,94
46;10,24
47;9,92
48;10,28
49;9,92
50;10,28
51;10,6
52;9,34
53;9,67
54;9,34
55;9,67
56;12,62
57;17,29
58;20,35
59;12,74
60;13,68
61;13,63
62;14,38
63;12,81
64;13,46
65;13,08
66;14,1
67;12,74
68;13,68
69;13,63
70;14,38
71;12,81
72;13,46
73;13,08
74;14,1
75;12,31
76;12,31
77;14,02
78;14,84
79;12,35
80;11,96
81;12,35
82;11,96
83;11,94
84;12,24
85;11,94
86;12,24
87;14,91
88;12,0
89;12,41
90;12,01
91;12,3
92;12,0
93;12,41
94;12,01
95;12,3
96;15,44
97;21,78
98;13,14
99;12,54
100;13,66
101;13,16
102;13,52
103;12,88
104;13,14
105;12,54
106;13,66
107;13,16
108;13,52
109;12,88
110;13,48
111;12,68
112;13,48
113;12,68
114;13,85
115;16,0
116;21,38
117;14,56
118;14,5
119;13,53
120;13,55
121;12,73
122;15,06
123;14,56
124;14,5
125;13,53
126;13,55
127;12,73
128;15,06
129;12,98
130;12,98
131;14,96
132;13,91
133;13,02
134;12,58
135;13,02
136;12,58
137;12,56
138;12,9
139;12,56
140;12,9
141;13,97
142;16,75
143;12,89
144;13,91
145;13,4
146;13,72
147;12,89
148;13,91
149;13,4
150;13,72
151;13,38
152;13,77
153;13,38
154;13,77
155;14,12
156;12,75
157;13,1
158;12,75
159;13,1
160;16,42
161;18,66
162;20,56
163;12,83
164;13,84
165;13,33
166;13,65
167;12,83
168;13,84
169;13,33
170;13,65
171;13,31
172;13,69
173;13,31
174;13,69
175;14,04
176;12,69
177;13,03
178;12,69
179;13,03
180;16,29
181;11,19
182;9,33
183;11,87
184;10,22
185;10,86
186;9,46
187;11,65
188;9,65
189;11,19
190;9,33
191;11,87
192;10,22
193;10,86
194;9,46
195;11,65
196;9,65
197;9,69
198;9,69
199;12,38
200;10,58
201;14,36
202;10,16
203;10,58
204;10,1
205;11,04
206;10,16
207;10,58
208;10,1
209;11,04
210;10,08
211;10,45
212;10,08
213;10,45
214;11,47
215;13,99
216;10,01
217;10,38
218;9,07
219;10,51
220;10,03
221;10,37
222;10,77
223;10,01
224;10,38
225;9,07
226;10,51
227;10,03
228;10,37
229;10,77
230;14,85
231;10,52
232;10,94
233;9,5
234;11,08
235;10,55
236;10,93
237;11,38
238;10,52
239;10,94
240;9,5
241;11,08
242;10,55
243;10,93
244;11,38
245;16,38
246;10,1
247;10,51
248;10,03
249;10,96
250;10,1
251;10,51
252;10,03
253;10,96
254;10,01
255;10,38
256;10,01
257;10,38
258;11,38
259;13,85
260;10,61
261;9,78
262;12,63
263;11,47
264;11,02
265;10,13
266;10,61
267;9,78
268;12,63
269;11,47
270;11,02
271;10,13
272;13,22
273;13,31
274;9,75
275;10,23
276;9,77
277;10,1
278;9,75
279;10,23
280;9,77
281;10,1
282;11,22
283;15,22
284;10,52
285;9,88
286;11,08
287;10,54
288;10,93
289;10,24
290;10,52
291;9,88
292;11,08
293;10,54
294;10,93
295;10,24
296;10,88
297;10,03
298;10,88
299;10,03
300;11,29
301;13,7
302;11,09
303;10,38
304;11,72
305;11,12
306;11,55
307;10,78
308;11,09
309;10,38
310;11,72
311;11,12
312;11,55
313;10,78
314;11,5
315;10,55
316;11,5
317;10,55
318;11,96
319;14,85
320;15,04
321;10,72
322;8,99
323;11,34
324;9,83
325;10,42
326;9,12
327;11,14
328;9,29
329;10,72
330;8,99
331;11,34
332;9,83
333;10,42
334;9,12
335;11,14
336;9,29
337;9,34
338;9,34
339;11,79
340;10,16
341;15,4
342;10,58
343;10,16
344;9,71
345;11,54
346;10,58
347;10,16
348;9,71
349;11,54
350;9,69
351;10,04
352;9,69
353;10,04
354;12,01
355;13,2
356;9,85
357;10,2
358;9,85
359;10,2
360;9,63
361;10,82
362;9,41
363;10,09
364;9,65
365;9,97
366;11,25
367;9,63
368;10,82
369;9,41
370;10,09
371;9,65
372;9,97
373;11,25
374;13,91
375;9,93
376;10,76
377;9,93
378;10,76
379;11,16
380;10,11
381;11,43
382;9,87
383;10,62
384;10,13
385;10,48
386;11,91
387;10,11
388;11,43
389;9,87
390;10,62
391;10,13
392;10,48
393;11,91
394;15,12
395;10,44
396;11,36
397;10,44
398;11,36
399;11,82
400;10,51
401;10,1
402;9,65
403;11,45
404;10,51
405;10,1
406;9,65
407;11,45
408;9,63
409;9,97
410;9,63
411;9,97
412;11,91
413;13,07
414;9,78
415;10,13
416;9,78
417;10,13
418;19,54
419;13,98
420;12,84
421;12,41
422;15,02
423;13,98
424;12,84
425;12,41
426;15,02
427;12,39
428;12,72
429;12,39
430;12,72
431;15,54
432;15,62
433;13,19
434;13,57
435;13,19
436;13,57
437;12,33
438;14,23
439;12,73
440;12,77
441;12,35
442;12,66
443;14,7
444;12,33
445;14,23
446;12,73
447;12,77
448;12,35
449;12,66
450;14,7
451;16,24
452;13,28
453;14,17
454;13,28
455;14,17
456;14,61
457;12,79
458;14,89
459;13,22
460;13,27
461;12,81
462;13,14
463;15,43
464;12,79
465;14,89
466;13,22
467;13,27
468;12,81
469;13,14
470;15,43
471;17,28
472;13,82
473;14,83
474;13,82
475;14,83
476;15,32
477;13,9
478;12,78
479;12,35
480;14,92
481;13,9
482;12,78
483;12,35
484;14,92
485;12,34
486;12,66
487;12,34
488;12,66
489;15,43
490;15,51
491;13,12
492;13,5
493;13,12
494;13,5
495;15,4
496;10,42
497;11,34
498;10,42
499;11,34
500;11,79
501;8,99
502;9,29
503;8,99
504;9,29
505;10,72
506;9,34
507;11,14
508;10,72
509;9,34
510;11,14
511;9,12
512;9,83
513;9,12
514;9,83
