LinkS;TranspS;Instance;Demands;OF;Formulation;CD;OSNR;GNpy;Bands;Reinforcements;Cuts;Prepro;Genetic;It;Pop;Cross;Mut;cK;eK;LBactive;CplexStrategy
1.5x;random;Nsfnet_14_21;80-b-b;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;80-b-b;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;80-b-b;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;80-b-b;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b-b;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b-b;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b-b;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b-b;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;60;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;20-b-b;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;20-b-b;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;20-b-b;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;20-b-b;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;50-b-b;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;50-b-b;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;50-b-b;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;50-b-b;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;100-b;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;100-b;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;100-b;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;100-b;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;90-b;NLUS;22;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;0;1;1;0;1;0;0;2;1;50;500;100;200;10;15;1;0
1.5x;random;Nsfnet_14_21;40;NLUS;22;1;1;0;1;0;0;2;0;50;500;100;200;10;15;1;0
