index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;6;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
2;7;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
3;11;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
4;4;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
5;5;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
6;12;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
7;14;2;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
8;11;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
9;5;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
10;12;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
11;9;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
12;14;6;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
13;1;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
14;4;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
15;5;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
16;10;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
17;8;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
18;5;14;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
19;11;4;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
20;9;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
21;12;3;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
22;4;2;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
23;7;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
24;3;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
25;8;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;10;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
27;2;10;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
28;9;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
29;3;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
30;5;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
31;4;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
32;11;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
33;10;6;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
34;9;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
35;4;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
36;4;14;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
37;12;9;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
38;5;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
39;10;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
40;5;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
41;6;14;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
42;6;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
