index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;9;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
2;6;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
3;3;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
4;12;10;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
5;14;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
6;13;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
7;13;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
8;2;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
9;10;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
10;8;9;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
11;3;12;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
12;2;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;13;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
14;14;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
15;3;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
16;7;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
17;1;6;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
18;8;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
19;13;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
20;10;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
21;5;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
22;11;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
23;5;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
24;2;13;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
25;12;14;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
26;12;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
27;12;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
28;7;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
29;14;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
30;6;14;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
31;11;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
32;2;13;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
33;2;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
34;12;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
35;9;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
36;5;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
37;9;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
38;3;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
39;2;4;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
40;10;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
41;3;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
42;4;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
43;1;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
44;7;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
45;14;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
46;1;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
47;13;10;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
48;12;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
49;7;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
50;5;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
51;9;10;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
52;9;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
53;5;10;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
54;2;14;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
55;2;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
56;11;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
57;9;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
58;2;4;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
59;8;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
60;14;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
61;6;10;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
62;9;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
63;10;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
64;10;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
65;7;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
