index;origin;destination;slots;max_length;slots;max_length;osnr_limit;pch;pch
1;2;4;6;1000;3;2000;15;0.00075;0.00075
2;2;11;6;1000;3;2000;15;0.00075;0.00075
3;2;17;6;2000;3;2000;15;0.00075;0.00075
4;4;11;6;1000;3;2000;15;0.00075;0.00075
5;4;17;6;2000;3;2000;15;0.00075;0.00075
6;11;17;6;1000;3;2000;15;0.00075;0.00075
7;1;4;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
7;1;4;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
8;1;2;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
8;1;2;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
9;1;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
9;1;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
10;3;11;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
10;3;11;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
11;3;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
11;3;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
12;2;3;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
12;2;3;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
13;5;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
13;5;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
14;4;5;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
14;4;5;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
15;5;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
15;5;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
16;2;6;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
16;2;6;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
17;6;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
17;6;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
18;6;11;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
18;6;11;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
19;7;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
19;7;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
20;2;7;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
20;2;7;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
21;7;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
21;7;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
22;8;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
22;8;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
23;8;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
23;8;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
24;2;8;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
24;2;8;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
25;2;9;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
25;2;9;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
26;4;9;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
26;4;9;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
27;9;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
27;9;17;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
28;4;10;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
28;4;10;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
29;2;10;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
29;2;10;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
30;10;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
30;10;11;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
