index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;17;15;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
2;15;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
3;13;7;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
4;10;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
5;9;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
6;2;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
7;6;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
8;11;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
9;10;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
10;7;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
11;7;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
12;1;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;5;12;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
14;15;14;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
15;17;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
16;3;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
17;14;17;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
18;11;2;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
19;14;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
20;7;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;5;8;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
22;14;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
23;11;7;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
24;6;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
25;16;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
26;1;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
27;17;14;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
28;8;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
29;17;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
30;2;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
31;17;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
32;6;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
33;10;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
34;4;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
35;1;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
36;11;12;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
37;13;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
38;14;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
39;17;16;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
40;9;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
41;11;8;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
42;8;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
43;14;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
44;13;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
45;12;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
46;12;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
47;5;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
48;16;15;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
49;6;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
50;1;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
51;7;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
52;8;2;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
53;12;9;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
54;7;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
55;1;16;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
56;4;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
57;2;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
58;17;14;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
59;3;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
60;9;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
61;6;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
62;3;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
63;1;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
64;11;3;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
65;17;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
66;7;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
67;11;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
68;16;1;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
69;3;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
70;8;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
71;3;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
