index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;12;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
2;13;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;1;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;8;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
5;10;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
6;7;9;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
7;6;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
8;10;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
9;9;6;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
10;7;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;17;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;5;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;12;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
14;15;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
15;15;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
16;10;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
17;15;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
18;5;6;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
19;7;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;5;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
21;12;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
22;2;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
23;17;1;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
24;11;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
25;5;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;5;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
27;6;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
28;9;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
29;14;15;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
30;11;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
31;16;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
32;4;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
33;17;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;2;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
35;6;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;6;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
37;5;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
38;7;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
39;14;15;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
40;9;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;6;7;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
42;8;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
43;9;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
44;11;12;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
45;15;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
46;16;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
47;7;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
48;12;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
49;17;1;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
50;7;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
51;14;12;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
52;12;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
53;6;8;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
54;5;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
55;16;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
56;14;13;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
57;10;11;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
58;3;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
59;6;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
60;6;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
