index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;10;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
2;13;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
3;3;9;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
4;2;12;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
5;5;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
6;4;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
7;6;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
8;5;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
9;14;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
10;8;6;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
11;12;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
12;9;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
13;4;6;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
14;3;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
15;14;10;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
16;2;5;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
17;6;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
18;7;10;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
19;14;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
20;1;10;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
21;5;2;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
22;8;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
23;6;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
24;5;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
25;12;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
26;6;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
27;6;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
28;10;7;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
29;6;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
30;7;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
31;10;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
32;14;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
33;10;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
34;2;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
35;6;14;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
36;6;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
37;5;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
38;14;6;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
39;8;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
40;5;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
41;12;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
42;5;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
43;9;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
44;6;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
45;7;9;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
46;11;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
47;12;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
48;5;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
49;8;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
50;1;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
51;3;5;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
52;4;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
53;4;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
54;8;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
55;10;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
56;9;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
57;4;1;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
58;4;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
59;1;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
60;3;10;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
61;7;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
62;8;6;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
63;11;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
64;14;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
65;5;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
66;4;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
67;6;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
68;7;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
69;6;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
70;12;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
71;1;10;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
72;13;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
73;3;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
74;10;1;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
75;2;9;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
76;1;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
77;8;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
78;10;1;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
79;10;12;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
80;13;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
