index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;13;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
2;2;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
3;15;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
4;15;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
5;8;1;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
6;1;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
7;1;2;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
8;15;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
9;7;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
10;7;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
11;5;1;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
12;3;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;6;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
14;2;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
15;3;11;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
16;14;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;2;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
18;13;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;14;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
20;4;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
21;6;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
22;17;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
23;11;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
24;17;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
25;10;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;9;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
27;5;9;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
28;13;14;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
29;6;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
30;5;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
31;9;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
