index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;12;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
2;9;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
3;9;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;11;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
5;3;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
6;1;2;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
7;14;9;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
8;2;1;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
9;6;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
10;11;10;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
11;14;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;11;9;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
13;10;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
14;1;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
15;4;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
16;5;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;2;1;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
18;4;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;1;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
20;9;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
21;7;12;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
22;14;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
23;7;9;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
24;3;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
25;6;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
26;10;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
27;8;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
28;12;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
29;9;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
30;11;4;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
31;1;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
32;10;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
33;5;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;10;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
35;14;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;12;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
37;13;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
38;3;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
39;13;12;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
40;8;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
41;5;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
42;6;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
43;11;1;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
44;3;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
45;2;4;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
46;8;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
47;2;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
48;6;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
49;8;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
50;10;5;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
51;8;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
52;12;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
53;5;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
54;2;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
55;5;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
56;14;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
57;5;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
58;2;13;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
59;9;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
60;11;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
61;1;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
62;6;2;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
63;2;9;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
64;5;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
65;13;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
66;10;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
67;9;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
68;1;2;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
69;5;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
70;12;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
71;13;12;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
72;1;14;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
73;1;10;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
74;11;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
75;1;13;3;100000;13;0;0;0;100;0.000375;0.000375;0.000375
76;3;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
77;6;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
78;4;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
79;6;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
80;5;14;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
