index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;5;1;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
2;17;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
3;11;15;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
4;16;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
5;16;14;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
6;10;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
7;5;14;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
8;10;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
9;14;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
10;16;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
11;12;4;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
12;13;3;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
13;11;2;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
14;16;12;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
15;2;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
16;4;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
17;9;12;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
18;10;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
19;18;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
20;1;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;9;5;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
22;14;8;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
23;7;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
24;8;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
25;17;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
26;4;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
27;3;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
28;13;14;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
29;15;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
30;14;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
31;3;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
32;18;3;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
33;16;7;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
34;4;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
35;7;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
36;14;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
37;3;15;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
38;17;18;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
39;1;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
40;17;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
41;17;1;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
42;13;3;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
43;9;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
44;3;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
45;12;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
46;9;18;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
47;13;3;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
48;2;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
49;4;17;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
50;4;11;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
51;13;3;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
52;7;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
53;7;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
54;6;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
55;3;13;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
56;15;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
57;2;12;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
58;6;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
59;1;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
60;11;2;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
