index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;1;2;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
2;1;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
3;1;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;1;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
5;1;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
6;1;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
7;1;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
8;1;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
9;1;10;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
10;1;11;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
11;1;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;1;13;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;1;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
14;1;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
15;1;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
16;1;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
17;2;3;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
18;2;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
19;2;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
20;2;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;2;7;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
22;2;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
23;2;9;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
24;2;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
25;2;11;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
26;2;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
27;2;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
28;2;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
29;2;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
30;2;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
31;2;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
32;3;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
33;3;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
34;3;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
35;3;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;3;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
37;3;9;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
38;3;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
39;3;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
40;3;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
41;3;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
42;3;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
43;3;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
44;3;16;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
45;3;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
46;4;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
47;4;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
48;4;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
