index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
2;15;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;15;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
4;15;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
5;2;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
6;1;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
7;15;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
8;14;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
9;13;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
10;16;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;13;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;1;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
13;5;10;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
14;3;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
15;12;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
16;15;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
17;2;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
18;8;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;5;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
20;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
21;11;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
22;2;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
23;13;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
24;1;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
25;10;9;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
26;3;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
27;14;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;15;13;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
29;6;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
30;13;15;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
31;13;14;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
32;17;16;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
33;16;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;7;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
35;6;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;1;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
37;15;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
38;9;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
39;4;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
40;2;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;15;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
42;13;15;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
43;17;16;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
44;13;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
45;16;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
46;12;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
47;14;11;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
48;9;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
49;11;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
50;10;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
