index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;1;10;3;100000;13;0.000375;0.000375;0.000375
2;1;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
3;1;7;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
4;2;10;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
5;2;8;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
6;2;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
7;3;13;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
8;3;12;3;100000;13;0.000375;0.000375;0.000375
9;3;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
10;4;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
11;4;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
12;4;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
13;5;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
14;5;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
15;5;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
16;6;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
17;6;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
18;6;12;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
19;7;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
20;7;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
21;7;2;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
22;8;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
23;8;5;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
24;8;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
25;9;3;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
26;9;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
27;9;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;10;1;3;100000;13;0.000375;0.000375;0.000375
29;10;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
30;10;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
31;11;14;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
32;11;4;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
33;11;12;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;12;9;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
35;12;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
36;12;3;3;100000;13;0.000375;0.000375;0.000375
37;13;14;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
38;13;1;3;100000;13;0.000375;0.000375;0.000375
39;13;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
40;14;1;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
41;14;2;3;100000;13;0.000375;0.000375;0.000375
42;14;4;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
