index;origin;destination;slots;max_length;slots;max_length;osnr_limit;pch;pch
1;4;5;6;2000;3;2000;15;0.00075;0.00075
2;4;8;6;2000;3;2000;15;0.00075;0.00075
3;4;16;6;1000;3;2000;15;0.00075;0.00075
4;5;8;6;2000;3;2000;15;0.00075;0.00075
5;5;16;6;2000;3;2000;15;0.00075;0.00075
6;8;16;6;2000;3;2000;15;0.00075;0.00075
7;1;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
7;1;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
8;1;5;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
8;1;5;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
9;1;4;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
9;1;4;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
10;2;16;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
10;2;16;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
11;2;8;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
11;2;8;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
12;2;4;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
12;2;4;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
13;3;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
13;3;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
14;3;5;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
14;3;5;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
15;3;8;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
15;3;8;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
16;6;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
16;6;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
17;5;6;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
17;5;6;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
18;4;6;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
18;4;6;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
19;5;7;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
19;5;7;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
20;7;16;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
20;7;16;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
21;4;7;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
21;4;7;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
22;5;9;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
22;5;9;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
23;8;9;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
23;8;9;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
24;9;16;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
24;9;16;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
25;10;16;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
25;10;16;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
26;4;10;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
26;4;10;3;500;3;2000;3;2000;3;2000;15;0.000375;0.000375;0.000375;0.000375
27;5;10;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
27;5;10;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
28;4;11;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
28;4;11;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
29;8;11;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
29;8;11;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
30;5;11;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
30;5;11;4;1000;3;2000;3;2000;3;2000;15;0.0005;0.0005;0.0005;0.0005
31;8;12;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
31;8;12;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
32;4;12;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
32;4;12;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
33;12;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
33;12;16;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
34;4;13;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
34;4;13;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
35;5;13;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
35;5;13;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
36;8;13;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
36;8;13;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
37;5;14;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
37;5;14;6;2500;3;2000;3;2000;3;2000;15;0.00075;0.00075;0.00075;0.00075
38;14;16;6;2500;3;5000;3;5000;3;5000;13;0.00075;0.00075;0.00075;0.00075
38;14;16;6;2500;3;5000;3;5000;3;5000;13;0.00075;0.00075;0.00075;0.00075
