index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;4;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
2;4;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;4;16;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
4;5;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
5;5;16;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
6;8;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
7;1;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
8;1;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
9;1;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
10;2;8;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;2;16;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
12;2;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
13;3;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
14;3;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
15;3;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
16;6;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
17;5;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
18;6;8;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
19;5;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
20;7;16;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
21;4;7;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
22;4;9;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
23;5;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
24;8;9;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
25;5;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;4;10;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
27;8;10;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;5;11;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
29;8;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
30;4;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
31;8;12;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
32;4;12;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
33;12;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
34;5;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
35;13;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
36;4;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
37;5;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
38;4;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
39;8;14;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
40;15;16;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;4;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
42;5;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
43;5;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
44;8;17;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
45;4;17;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
46;8;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
47;4;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
48;16;18;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
