index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;17;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
2;16;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
3;4;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
4;1;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
5;7;3;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
6;7;16;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
7;5;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
8;1;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
9;13;16;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
10;10;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
11;13;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
12;10;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;9;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
14;6;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
15;14;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
16;3;8;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
17;8;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
18;1;15;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
19;8;13;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
20;5;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
21;15;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
22;15;8;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
23;2;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
24;14;2;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
25;17;7;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
26;13;12;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
27;2;12;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
28;18;13;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
29;6;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
30;11;2;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
31;13;16;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
32;13;11;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
33;15;17;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
34;14;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
35;10;6;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
36;13;9;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
37;1;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
38;11;10;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
39;18;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
40;18;9;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
41;15;6;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
42;2;13;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
43;1;16;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
44;16;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
45;5;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
46;6;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
47;13;16;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
48;2;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
49;16;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
50;10;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
51;1;6;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
52;13;1;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
53;13;16;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
54;5;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
55;11;1;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
56;4;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
57;7;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
58;1;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
59;15;11;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
60;11;2;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
