index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;1;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
2;1;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
3;2;1;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
4;2;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
5;3;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
6;3;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
7;4;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
8;4;2;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
9;5;3;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
10;5;6;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
11;6;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
12;6;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
