Demand;TranspId;Path;Distance;dispersionC val;dispersionC lim;dispersionL val;dispersionL lim;osnrC val;osnrC lim;osnrL val;osnrL lim
1;1;1-8-9-14-13-12-11-4-5-6-3-2-;12100;205700;40000;0;0;9.89237;15;-nan;0;
2;1;1-8-9-14-13-12-11-4-2-;8800;149600;40000;0;0;11.275;15;-nan;0;
3;1;1-8-9-14-13-6-5-4-2-;9000;153000;40000;0;0;11.2245;15;-nan;0;
4;1;1-8-9-14-13-6-3-2-;8900;151300;40000;0;0;11.2906;15;-nan;0;
5;1;1-8-9-14-11-12-13-6-5-4-2-;10600;180200;40000;0;0;10.4503;15;-nan;0;
6;1;1-8-9-14-11-12-13-6-3-2-;10500;178500;40000;0;0;10.5055;15;-nan;0;
7;1;1-8-9-14-11-4-5-6-3-2-;11500;195500;40000;0;0;10.1822;15;-nan;0;
8;1;1-8-9-14-11-4-2-;8200;139400;40000;0;0;11.6787;15;-nan;0;
9;1;1-8-9-12-13-14-11-4-5-6-3-2-;12100;205700;40000;0;0;9.89237;15;-nan;0;
10;1;1-8-9-12-13-14-11-4-2-;8800;149600;40000;0;0;11.275;15;-nan;0;
11;1;1-8-9-12-13-6-5-4-2-;9000;153000;40000;0;0;11.2245;15;-nan;0;
12;1;1-8-9-12-13-6-3-2-;8900;151300;40000;0;0;11.2906;15;-nan;0;
13;1;1-8-9-12-11-14-13-6-5-4-2-;10600;180200;40000;0;0;10.4503;15;-nan;0;
14;1;1-8-9-12-11-14-13-6-3-2-;10500;178500;40000;0;0;10.5055;15;-nan;0;
15;1;1-8-9-12-11-4-5-6-3-2-;11500;195500;40000;0;0;10.1822;15;-nan;0;
16;1;1-8-9-12-11-4-2-;8200;139400;40000;0;0;11.6787;15;-nan;0;
17;1;1-8-9-10-6-13-14-11-4-2-;12100;205700;40000;0;0;9.96163;15;-nan;0;
18;1;1-8-9-10-6-13-12-11-4-2-;12100;205700;40000;0;0;9.96163;15;-nan;0;
19;1;1-8-9-10-6-5-4-2-;8300;141100;40000;0;0;11.6102;15;-nan;0;
20;1;1-8-9-10-6-3-2-;8200;139400;40000;0;0;11.6825;15;-nan;0;
21;1;1-8-7-5-6-13-14-11-4-2-;11900;202300;40000;0;0;10.0025;15;-nan;0;
22;1;1-8-7-5-6-13-14-9-12-11-4-2-;12900;219300;40000;0;0;9.64266;15;-nan;0;
23;1;1-8-7-5-6-13-12-11-4-2-;11900;202300;40000;0;0;10.0025;15;-nan;0;
24;1;1-8-7-5-6-13-12-9-14-11-4-2-;12900;219300;40000;0;0;9.64266;15;-nan;0;
25;1;1-8-7-5-6-10-9-14-13-12-11-4-2-;12800;217600;40000;0;0;9.63438;15;-nan;0;
26;1;1-8-7-5-6-10-9-14-11-4-2-;12200;207400;40000;0;0;9.90699;15;-nan;0;
27;1;1-8-7-5-6-10-9-12-13-14-11-4-2-;12800;217600;40000;0;0;9.63438;15;-nan;0;
28;1;1-8-7-5-6-10-9-12-11-4-2-;12200;207400;40000;0;0;9.90699;15;-nan;0;
29;1;1-8-7-5-6-3-2-;8000;136000;40000;0;0;11.7435;15;-nan;0;
30;1;1-8-7-5-4-11-14-13-12-9-10-6-3-2-;13900;236300;40000;0;0;9.27476;15;-nan;0;
31;1;1-8-7-5-4-11-14-13-6-3-2-;13000;221000;40000;0;0;9.61249;15;-nan;0;
32;1;1-8-7-5-4-11-14-9-12-13-6-3-2-;14000;238000;40000;0;0;9.28238;15;-nan;0;
33;1;1-8-7-5-4-11-14-9-10-6-3-2-;13300;226100;40000;0;0;9.52507;15;-nan;0;
34;1;1-8-7-5-4-11-12-13-14-9-10-6-3-2-;13900;236300;40000;0;0;9.27476;15;-nan;0;
35;1;1-8-7-5-4-11-12-13-6-3-2-;13000;221000;40000;0;0;9.61249;15;-nan;0;
36;1;1-8-7-5-4-11-12-9-14-13-6-3-2-;14000;238000;40000;0;0;9.28238;15;-nan;0;
37;1;1-8-7-5-4-11-12-9-10-6-3-2-;13300;226100;40000;0;0;9.52507;15;-nan;0;
38;1;1-8-7-5-4-2-;5900;100300;40000;0;0;13.0525;15;-nan;0;
39;1;1-3-6-13-14-11-12-9-8-7-5-4-2-;11800;200600;40000;0;0;9.91927;15;-nan;0;
40;1;1-3-6-13-14-11-4-2-;10100;171700;40000;0;0;10.7377;15;-nan;0;
41;1;1-3-6-13-14-9-12-11-4-2-;11100;188700;40000;0;0;10.3146;15;-nan;0;
42;1;1-3-6-13-14-9-8-7-5-4-2-;10200;173400;40000;0;0;10.597;15;-nan;0;
43;1;1-3-6-13-12-11-14-9-8-7-5-4-2-;11800;200600;40000;0;0;9.91927;15;-nan;0;
44;1;1-3-6-13-12-11-4-2-;10100;171700;40000;0;0;10.7377;15;-nan;0;
45;1;1-3-6-13-12-9-14-11-4-2-;11100;188700;40000;0;0;10.3146;15;-nan;0;
46;1;1-3-6-13-12-9-8-7-5-4-2-;10200;173400;40000;0;0;10.597;15;-nan;0;
47;1;1-3-6-10-9-14-13-12-11-4-2-;11000;187000;40000;0;0;10.3049;15;-nan;0;
48;1;1-3-6-10-9-14-11-4-2-;10400;176800;40000;0;0;10.6248;15;-nan;0;
49;1;1-3-6-10-9-12-13-14-11-4-2-;11000;187000;40000;0;0;10.3049;15;-nan;0;
50;1;1-3-6-10-9-12-11-4-2-;10400;176800;40000;0;0;10.6248;15;-nan;0;
