index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;5;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
2;15;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
3;15;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
4;15;1;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
5;2;12;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
6;1;7;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
7;15;1;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
8;14;4;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
9;13;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
10;16;5;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
11;13;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
12;1;15;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
13;5;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
14;3;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
15;12;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
16;15;3;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
17;2;10;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
18;8;1;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
19;5;12;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
20;5;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
21;11;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
22;2;14;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
23;13;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
24;1;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
25;10;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
26;3;11;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
27;14;7;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
28;15;13;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
29;6;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
30;13;15;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
31;13;14;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
32;17;16;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
33;16;11;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
34;7;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
35;6;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
36;1;15;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
37;15;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
38;9;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
39;4;9;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
40;2;8;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
41;15;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
42;13;15;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
43;17;16;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
44;13;5;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
45;16;10;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
46;12;5;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
47;14;11;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
48;9;4;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
49;11;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
50;10;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
