index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;2;6;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
2;6;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
3;6;1;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
4;3;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
5;1;3;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
6;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
7;6;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
8;3;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
9;5;1;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
10;2;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
11;5;1;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
12;1;3;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
13;5;6;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
14;6;3;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
15;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
16;3;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
17;3;1;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
18;3;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
19;5;3;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
20;1;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
21;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
22;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
23;2;6;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
24;5;6;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
25;3;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
26;4;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
27;3;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
28;4;6;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
29;3;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
30;5;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
31;4;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
32;5;1;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
33;1;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
34;4;2;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
35;4;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
36;3;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
37;2;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
38;1;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
39;2;6;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
40;2;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
41;1;4;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
42;3;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
43;4;1;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
44;5;4;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
45;2;5;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
46;6;5;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
47;4;5;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
48;3;1;3;10000;22;4;20000;16;200;0.000375;0.000375;0.000375
49;3;2;3;10000;22;3;10000;22;200;0.000375;0.000375;0.000375
50;3;6;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
