index;origin;destination;slotsC;max_cdC;osnr_limitC;slotsL;max_cdL;osnr_limitL;Gbits/s;pchC;pchL;pchS
1;6;2;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
2;15;8;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
3;6;2;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
4;17;6;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
5;3;7;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
6;10;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
7;11;6;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
8;16;5;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
9;7;9;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
10;18;14;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
11;18;17;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
12;4;15;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
13;4;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
14;7;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
15;8;4;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
16;13;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
17;14;1;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
18;18;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
19;9;16;6;20000;24;0;0;0;400;0.00075;0.00075;0.00075
20;18;2;4;20000;16;6;50000;16;200;0.0005;0.0005;0.0005
21;5;8;6;40000;21;0;0;0;300;0.00075;0.00075;0.00075
22;5;15;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
23;1;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
24;8;18;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
25;15;13;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
26;16;5;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
27;16;15;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
28;7;8;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
29;15;18;4;20000;16;4;20000;16;200;0.0005;0.0005;0.0005
30;17;8;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
31;16;3;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
32;11;12;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
33;11;16;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
34;12;1;6;50000;16;0;0;0;200;0.00075;0.00075;0.00075
35;14;6;3;100000;13;3;100000;13;100;0.000375;0.000375;0.000375
36;14;17;3;40000;15;3;100000;13;100;0.000375;0.000375;0.000375
37;3;4;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
38;18;5;6;20000;24;6;20000;24;400;0.00075;0.00075;0.00075
39;16;2;6;40000;21;6;40000;21;300;0.00075;0.00075;0.00075
40;8;16;6;50000;16;6;50000;16;200;0.00075;0.00075;0.00075
