26;13.2736;13212.6
26;13.6262;14146
26;13.6262;14700
26;13.6262;19510.5
26;14.3741;19510.6
26;14.3741;19583.7
26;14.3741;19583.7
26;14.3741;19645.5
26;14.376;19645.5
26;14.376;19756.7
26;14.3795;19756.7
26;14.3795;19894
26;14.4016;19894
26;14.4016;19960.1
26;14.4182;19960.1
26;14.4182;20025.6
26;14.4192;20025.6
26;14.4192;20081.4
26;14.4192;20081.4
26;14.4192;20143.6
26;14.4192;20143.6
26;14.4192;20157.2
26;14.4192;20157.2
26;14.4192;20207.9
26;14.4192;20207.9
26;14.4192;20543.1
26;14.4192;20545.3
26;14.4192;20637.4
26;14.4192;20746.5
26;14.4192;20867.1
26;14.4192;20956.5
26;14.4192;21008.2
26;14.4192;21048.5
26;14.4192;21087.7
26;14.4192;21147.9
26;14.4192;21189
26;14.4192;21230.8
26;14.4192;21285.2
26;14.4192;21359.4
26;14.4192;21396.3
26;14.4192;21476.1
26;14.4192;21526.6
26;14.4192;21598.9
25;14.4192;21607.7
25;14.4192;21650.8
25;14.4192;21651.2
25;15.343;24267
25;15.3438;24268.9
25;15.353;24315
25;15.353;24440.9
25;15.353;24523.3
25;15.353;24578.5
25;15.353;24675.6
25;15.353;24849
25;15.353;24909.3
25;15.353;24969.8
25;15.353;25219.3
25;15.353;25386.3
25;15.353;25522.6
25;15.353;25642.6
25;15.353;25800.2
25;15.353;25931.4
25;15.353;26253.5
25;15.353;26394
25;15.353;26606.4
25;15.353;26988.2
25;15.353;27270.9
25;15.3534;27407.3
25;15.3534;27539
25;15.3534;27823.3
25;15.3534;27953.1
25;15.3534;28074.2
25;15.3623;28227.8
25;15.3623;28362.6
25;15.3623;28487.3
25;15.3623;28649.7
25;15.3623;28793.5
25;15.3623;28967
25;15.363;29386.2
25;15.363;29568.6
25;15.3631;29788.9
25;15.3631;29966.1
25;15.3631;30141.9
25;15.3631;30334.8
25;15.3637;30497.3
25;15.3681;30849.2
25;15.3681;31052.2
25;15.3681;31229.1
25;15.3681;31404.3
24;15.3681;31562.8
24;15.3688;31807.8
24;15.3688;31983.1
24;15.3688;32188.4
24;15.3925;32376.9
24;15.3925;32574.7
24;15.3925;32770.8
24;15.3927;32977.3
24;15.3936;33247.3
24;15.3973;33458.5
24;15.3974;33683.8
24;15.3974;33899.8
24;15.3974;34130.8
24;15.4111;34359.3
24;15.4111;34627.2
24;15.4112;34891.7
24;15.4118;35191
24;15.4141;35453.5
24;15.4141;35690.1
24;15.4141;35938.2
24;15.4201;36199.2
24;15.4201;36466.3
24;15.456;36725.2
24;15.456;36993.2
24;15.4604;37267.3
24;15.4637;37526.8
24;15.4687;37991.3
24;15.4875;38318.9
24;15.4991;38572.5
24;15.4991;38822
24;15.5085;39087.8
24;15.51;39342
23;15.51;39457.2
23;15.5185;39712.2
23;15.5275;39966.8
23;15.5286;40222.2
23;15.5302;40461.5
23;15.5326;40711.1
23;15.5326;40714.3
23;15.5326;40730.3
23;15.5326;40972.4
23;15.5335;41226.8
23;15.5388;41507.4
23;15.5389;41766.8
23;15.5393;42022.5
23;15.5422;42270.4
23;15.5438;42514.7
23;15.5481;42759.1
23;15.5744;43023.4
23;15.5744;43281.4
23;15.5849;43565.3
23;15.5851;43801.6
23;15.5856;44107
23;15.5936;44342.5
23;15.6019;44587.4
23;15.6039;44822.5
23;15.6053;45078.2
23;15.6061;45349
23;15.607;45621.6
23;15.6071;45847.8
23;15.6146;46075.7
23;15.6226;46352.1
23;15.6283;46696.6
23;15.6283;47082.4
23;15.632;47419.6
23;15.6356;47734
23;15.6388;48146.8
23;15.6405;48477
23;15.6411;48806.6
23;15.6414;49142.8
23;15.6415;49482.6
23;15.6416;49846.3
23;15.6416;50133.9
23;15.6416;50400
