index;origin;destination;slots;max_length;osnr_limit;pch
1;1;2;3;500;22;0.000375
2;1;3;3;500;22;0.000375
3;1;4;3;500;22;0.000375
4;1;5;3;500;22;0.000375
5;1;6;3;500;22;0.000375
6;1;7;3;500;22;0.000375
7;1;8;3;500;22;0.000375
8;1;9;3;500;22;0.000375
9;1;10;3;500;22;0.000375
10;1;11;3;500;22;0.000375
11;1;12;3;500;22;0.000375
12;1;13;3;500;22;0.000375
13;1;14;3;500;22;0.000375
14;1;15;3;500;22;0.000375
15;1;16;3;500;22;0.000375
16;1;17;3;500;22;0.000375
17;1;18;3;500;22;0.000375
18;1;19;3;500;22;0.000375
19;1;20;3;500;22;0.000375
20;1;21;3;500;22;0.000375
21;2;3;3;500;22;0.000375
22;2;4;3;500;22;0.000375
23;2;5;3;500;22;0.000375
24;2;6;3;500;22;0.000375
25;2;7;3;500;22;0.000375
26;2;8;3;500;22;0.000375
27;2;9;3;500;22;0.000375
28;2;10;3;500;22;0.000375
29;2;11;3;500;22;0.000375
30;2;12;3;500;22;0.000375
31;2;13;3;500;22;0.000375
32;2;14;3;500;22;0.000375
33;2;15;3;500;22;0.000375
34;2;16;3;500;22;0.000375
35;2;17;3;500;22;0.000375
36;2;18;3;500;22;0.000375
37;2;19;3;500;22;0.000375
38;2;20;3;500;22;0.000375
39;2;21;3;500;22;0.000375
40;3;4;3;500;22;0.000375
41;3;5;3;500;22;0.000375
42;3;6;3;500;22;0.000375
43;3;7;3;500;22;0.000375
44;3;8;3;500;22;0.000375
45;3;9;3;500;22;0.000375
46;3;10;3;500;22;0.000375
47;3;11;3;500;22;0.000375
48;3;12;3;500;22;0.000375
49;3;13;3;500;22;0.000375
50;3;14;3;500;22;0.000375
51;3;15;3;500;22;0.000375
52;3;16;3;500;22;0.000375
53;3;17;3;500;22;0.000375
54;3;18;3;500;22;0.000375
55;3;19;3;500;22;0.000375
56;3;20;3;500;22;0.000375
57;3;21;3;500;22;0.000375
58;4;5;3;500;22;0.000375
59;4;6;3;500;22;0.000375
60;4;7;3;500;22;0.000375
61;4;8;3;500;22;0.000375
62;4;9;3;500;22;0.000375
63;4;10;3;500;22;0.000375
64;4;11;3;500;22;0.000375
65;4;12;3;500;22;0.000375
66;4;13;3;500;22;0.000375
67;4;14;3;500;22;0.000375
68;4;15;3;500;22;0.000375
69;4;16;3;500;22;0.000375
70;4;17;3;500;22;0.000375
71;4;18;3;500;22;0.000375
72;4;19;3;500;22;0.000375
73;4;20;3;500;22;0.000375
74;4;21;3;500;22;0.000375
75;5;6;3;500;22;0.000375
76;5;7;3;500;22;0.000375
77;5;8;3;500;22;0.000375
78;5;9;3;500;22;0.000375
79;5;10;3;500;22;0.000375
80;5;11;3;500;22;0.000375
81;5;12;3;500;22;0.000375
82;5;13;3;500;22;0.000375
83;5;14;3;500;22;0.000375
84;5;15;3;500;22;0.000375
85;5;16;3;500;22;0.000375
86;5;17;3;500;22;0.000375
87;5;18;3;500;22;0.000375
88;5;19;3;500;22;0.000375
89;5;20;3;500;22;0.000375
90;5;21;3;500;22;0.000375
91;6;7;3;500;22;0.000375
92;6;8;3;500;22;0.000375
93;6;9;3;500;22;0.000375
94;6;10;3;500;22;0.000375
95;6;11;3;500;22;0.000375
96;6;12;3;500;22;0.000375
97;6;13;3;500;22;0.000375
98;6;14;3;500;22;0.000375
99;6;15;3;500;22;0.000375
100;6;16;3;500;22;0.000375
101;6;17;3;500;22;0.000375
102;6;18;3;500;22;0.000375
103;6;19;3;500;22;0.000375
104;6;20;3;500;22;0.000375
105;6;21;3;500;22;0.000375
106;7;8;3;500;22;0.000375
107;7;9;3;500;22;0.000375
108;7;10;3;500;22;0.000375
109;7;11;3;500;22;0.000375
110;7;12;3;500;22;0.000375
111;7;13;3;500;22;0.000375
112;7;14;3;500;22;0.000375
113;7;15;3;500;22;0.000375
114;7;16;3;500;22;0.000375
115;7;17;3;500;22;0.000375
116;7;18;3;500;22;0.000375
117;7;19;3;500;22;0.000375
118;7;20;3;500;22;0.000375
119;7;21;3;500;22;0.000375
120;8;9;3;500;22;0.000375
121;8;10;3;500;22;0.000375
122;8;11;3;500;22;0.000375
123;8;12;3;500;22;0.000375
124;8;13;3;500;22;0.000375
125;8;14;3;500;22;0.000375
126;8;15;3;500;22;0.000375
127;8;16;3;500;22;0.000375
128;8;17;3;500;22;0.000375
129;8;18;3;500;22;0.000375
130;8;19;3;500;22;0.000375
131;8;20;3;500;22;0.000375
132;8;21;3;500;22;0.000375
133;9;10;3;500;22;0.000375
134;9;11;3;500;22;0.000375
135;9;12;3;500;22;0.000375
136;9;13;3;500;22;0.000375
137;9;14;3;500;22;0.000375
138;9;15;3;500;22;0.000375
139;9;16;3;500;22;0.000375
140;9;17;3;500;22;0.000375
141;9;18;3;500;22;0.000375
142;9;19;3;500;22;0.000375
143;9;20;3;500;22;0.000375
144;9;21;3;500;22;0.000375
145;10;11;3;500;22;0.000375
146;10;12;3;500;22;0.000375
147;10;13;3;500;22;0.000375
148;10;14;3;500;22;0.000375
149;10;15;3;500;22;0.000375
150;10;16;3;500;22;0.000375
151;10;17;3;500;22;0.000375
